c,N,visc
0.0009601253870192309,2557.6923076923076,1.101
0.0014401880805288462,2557.6923076923076,1.867
0.0019202507740384619,2557.6923076923076,2.746
0.013787400557596155,2557.6923076923076,248.0
0.0009601253870192309,3201.923076923077,1.298
0.0014401880805288462,3201.923076923077,2.267
0.0019202507740384619,3201.923076923077,3.411
0.00048006269350961547,6740.384615384615,1.099
0.0009601253870192309,6740.384615384615,2.875
0.0014401880805288462,6740.384615384615,5.205
0.0019202507740384619,6740.384615384615,8.592
0.005184677089903848,6740.384615384615,99.0
0.013633780495673079,6740.384615384615,3924.0
0.002592338544951924,9798.076923076924,26.2
0.0034564513932692307,9798.076923076924,45.5
0.004416576780288462,9798.076923076924,115.5
0.002592338544951924,17884.615384615383,113.0
0.0034564513932692307,17884.615384615383,300.4
0.004464583049639424,17884.615384615383,1074.0
0.009601253870192308,17884.615384615383,43010.0
0.013768198049855771,17884.615384615383,170200.0
0.002592338544951924,30769.23076923077,513.3
0.0034564513932692307,30769.23076923077,1375.0
0.004416576780288462,30769.23076923077,3780.0
0.002592338544951924,87980.76923076923,13977.0
0.0034564513932692307,87980.76923076923,67463.0
0.004416576780288462,87980.76923076923,127060.0
3.840501548076923e-05,226923.07692307694,1.185
5.760752322115384e-05,226923.07692307694,2.026
7.681003096153846e-05,226923.07692307694,3.041
9.601253870192309e-05,226923.07692307694,4.119
0.00019202507740384618,226923.07692307694,14.73
0.0008833153560576924,226923.07692307694,2741.0
0.0009409228792788461,226923.07692307694,2866.0
0.0034564513932692307,226923.07692307694,1254000.0
0.006019833775755495,144.23076923076923,1.2599999999999998
0.009753654725274726,144.23076923076923,2.53
0.015544887218406595,144.23076923076923,5.83
0.01790710047218407,144.23076923076923,7.890000000000001
0.027736955625000004,144.23076923076923,25.35
0.002665116732651246,490.38461538461536,1.06
0.003997675098976868,490.38461538461536,2.0
0.0071753142802148916,490.38461538461536,4.84
0.015580682437038047,490.38461538461536,20.71
0.02463524569540446,490.38461538461536,74.63
0.0020102625290715145,1538.4615384615386,2.15
0.0028503722427133415,1538.4615384615386,3.5700000000000003
0.004710615180063102,1538.4615384615386,8.14
0.00810105795297476,1538.4615384615386,20.59
0.010216334196251502,1538.4615384615386,38.22
0.0003447964097030387,17019.23076923077,1.8399999999999999
0.00036866693037478754,17019.23076923077,2.14
0.0006418517780625798,17019.23076923077,4.81
0.0013208354771701023,17019.23076923077,16.96
0.002318092785234276,17019.23076923077,63.81
