c,N,visc
7.213460437690961e-05,75000.0,2.3482608695652174
0.00023619084520673078,75000.0,9.124260869565218
0.00039941216100000004,75000.0,17.823152173913044
0.0006413637585288461,75000.0,48.025260869565216
0.0007354560464567307,75000.0,89.68041304347825
0.0010878220634927885,75000.0,322.28215217391306
0.0016034093963221156,75000.0,1105.0357173913044
0.002774762368485577,75000.0,10979.471869565217
0.0004109336656442308,17307.69230769231,4.293478260869565
0.00046662093809134614,17307.69230769231,5.129739130434782
0.0005827961099206732,17307.69230769231,7.412021739130434
0.0010551778003341347,17307.69230769231,16.514630434782607
0.001143509335939904,17307.69230769231,18.26417391304348
0.002258214910269231,17307.69230769231,72.43019565217391
0.003098324623911058,17307.69230769231,224.48889130434782
0.0041765454335336545,17307.69230769231,478.25471739130427
0.0055120798468774055,17307.69230769231,915.6176739130435
0.005301812387120193,17307.69230769231,1783.9780434782606
0.007406407235466347,17307.69230769231,4280.528413043478
0.00872561951723077,17307.69230769231,10482.47247826087
0.009493719826846153,17307.69230769231,11952.636695652174
0.0007969040712259617,5769.2307692307695,3.443739130434782
0.0010580581764951923,5769.2307692307695,5.020304347826087
0.0015774860108725963,5769.2307692307695,8.715891304347826
0.002095953719862981,5769.2307692307695,13.11
0.0027257959737475965,5769.2307692307695,21.135934782608697
0.005207720099192308,5769.2307692307695,93.97939130434781
0.0067525618469062515,5769.2307692307695,239.47160869565215
0.008124581024956732,5769.2307692307695,456.56263043478265
0.014290506260394232,5769.2307692307695,4280.528413043478
0.0005453512198269232,3750.0,1.6766521739130438
0.0008698736006394232,3750.0,2.8771956521739126
0.0010916625650408656,3750.0,2.9274130434782606
0.002287018671879808,3750.0,6.767043478260869
0.004116057534151443,3750.0,19.38619565217391
0.00592973439023077,3750.0,48.91632608695652
0.007638757579125002,3750.0,96.20471739130436
0.009325697884117789,3750.0,193.22602173913043
0.009727990421278847,3750.0,203.48354347826086
0.011780738498725964,3750.0,290.66200000000003
0.012090858998733174,3750.0,484.4607608695652
0.013155638052937502,3750.0,484.4607608695652
0.015076848952362984,3750.0,880.9115217391304
0.017111354647456733,3750.0,1400.4688913043478
0.018861663227992792,3750.0,1917.3338478260869
