Bg-Train-True,Bg-Train-Pred,Nw-min,Nw-max,Num-Nw
1.2952256,1.2948912,21918.31640625,21918.31640625,1.0
0.8978685,0.89569885,8654.056640625,40725.41015625,3.0
0.49659774,0.49987888,989.7276611328125,83039.078125,10.0
0.43027654,0.42852074,470.5932922363281,49043.66796875,6.0
0.7932806,0.7935333,5271.97216796875,93992.7109375,8.0
0.4650105,0.46531186,1268.0577392578125,42006.68359375,11.0
0.76640344,0.7712899,10103.7900390625,57259.49609375,5.0
0.7436882,0.7433751,2666.913818359375,71124.2890625,12.0
1.2489606,1.2528055,57259.49609375,96949.8359375,8.0
0.8651641,0.86933464,11796.3837890625,71124.2890625,3.0
0.86459225,0.8663172,17645.61328125,75670.0078125,9.0
0.68960977,0.6917652,1838.96728515625,93992.7109375,12.0
1.15098,1.1525681,13772.521484375,88346.296875,11.0
0.70028365,0.7061397,2430.245849609375,78050.6796875,9.0
0.91129667,0.9134879,10103.7900390625,60919.08203125,4.0
0.6053035,0.60523677,20601.619140625,53819.75390625,3.0
0.80640125,0.8093916,6967.056640625,83039.078125,8.0
0.9802608,0.98669624,8134.18212890625,78050.6796875,11.0
1.1492677,1.1519437,13772.521484375,85651.5859375,5.0
1.2240067,1.2240021,19364.01953125,96949.8359375,9.0
1.1555016,1.1553535,16585.58984375,75670.0078125,10.0
1.2244451,1.2249409,40725.41015625,96949.8359375,9.0
0.8160338,0.8211657,4244.26708984375,93992.7109375,12.0
1.1370571,1.1343763,12945.166015625,83039.078125,12.0
1.3325317,1.3482931,40725.41015625,75670.0078125,2.0
0.74708116,0.7507049,46097.47265625,46097.47265625,1.0
1.2723563,1.2775445,52178.1640625,96949.8359375,9.0
0.7476579,0.7484462,2585.568603515625,30816.919921875,6.0
0.9436956,0.93822956,6348.78466796875,47547.7578125,5.0
1.006169,1.0067854,20601.619140625,83039.078125,4.0
1.3182864,1.3174932,35979.390625,91125.78125,3.0
0.8205267,0.8181714,3635.281982421875,96949.8359375,11.0
1.0280099,1.0246637,9496.826171875,44691.42578125,4.0
0.959905,0.9630407,6754.5498046875,80506.25,10.0
0.8370173,0.8326546,4657.591796875,37111.34765625,4.0
0.88192016,0.8796875,9795.607421875,53819.75390625,6.0
0.5320019,0.5262303,682.4655151367188,62835.67578125,5.0
1.0726838,1.0717188,12945.166015625,88346.296875,9.0
1.4479442,1.4504806,66851.6484375,83039.078125,4.0
1.2324562,1.2331669,21918.31640625,91125.78125,9.0
1.0781159,1.0723853,11436.57421875,93992.7109375,4.0
0.36767545,0.36719757,159.145263671875,73361.9453125,12.0
1.2632251,1.2645063,19973.236328125,80506.25,3.0
0.4194342,0.41717544,2081.544189453125,66851.6484375,7.0
0.97184455,0.9714007,10749.5458984375,85651.5859375,8.0
