0.0064,100,1.0001
0.007100269,100,1.230992661
0.00787716,100,1.515231567
0.008739055,100,1.865176731
0.009695257,100,2.296081876
0.010756084,100,2.826797731
0.011932983,100,3.480668248
0.013238654,100,4.286690731
0.014687189,100,5.281050139
0.016294218,100,6.50920589
0.018077083,100,8.028830202
0.020055025,100,9.914114298
0.022249387,100,12.26235441
0.024683849,100,15.20445547
0.027384683,100,17.68914527
0.030381035,100,19.95235946
0.033705238,100,22.68626655
0.037393166,100,26.09419062
0.041484616,100,30.50503883
0.046023741,100,36.45737677
0.051059523,100,44.84057541
0.056646306,100,57.13185772
0.062844378,100,75.79449982
0.069720625,100,104.9468534
0.07734925,100,151.4864979
0.085812578,100,226.9792764
0.095201938,100,350.8337944
0.105618654,100,555.6362868
0.117175136,100,896.1162464
0.129996094,100,1464.21401
0.144219885,100,2414.403484
0.16,100,4006.25
,,
0.003771089,200,1.0001
0.004255708,200,1.171610723
0.004802603,200,1.372553451
0.00541978,200,1.6079904
0.006116269,200,1.883861484
0.006902264,200,2.327491309
0.007789265,200,2.965131751
0.008790254,200,3.778249576
0.009919879,200,4.815975361
0.01119467,200,6.142084515
0.012633283,200,7.840288189
0.014256771,200,10.02234067
0.016088891,200,12.84119268
0.018156455,200,16.51358433
0.020489719,200,21.36088439
0.023122827,200,27.88602377
0.026094314,200,36.22350834
0.029447662,200,43.40897365
0.033231945,200,53.61887337
0.037502541,200,68.98638804
0.042321947,200,93.36731853
0.047760689,200,133.7641522
0.053898356,200,202.9317434
0.060824768,200,324.1456116
0.068641284,200,539.9283847
0.077462292,200,928.0207433
0.087416876,200,1630.611904
0.098650711,200,2907.838998
0.111328193,200,5235.705882
0.125634843,200,9485.303053
0.141780023,200,17250.83359
0.16,200,31450
,,
0.001872581,500,1.0001
0.002161488,500,1.206767877
0.002494969,500,1.456173346
0.0028799,500,1.757177151
0.003324219,500,2.120494422
0.003837089,500,2.559095806
0.004429086,500,3.088705107
0.005112418,500,3.728423697
0.005901176,500,4.501526014
0.006811626,500,5.68201781
0.007862543,500,7.589309785
0.009075598,500,10.15614643
0.010475807,500,13.63671733
0.012092044,500,18.41744915
0.013957639,500,25.12614996
0.016111063,500,34.86643326
0.018596724,500,49.74057051
0.021465879,500,74.04403645
0.024777696,500,117.0347621
0.028600469,500,178.4884031
0.03301303,500,285.7641618
0.038106374,500,493.2431871
0.043985533,500,904.1441386
0.050771746,500,1729.677709
0.058604954,500,3402.294747
0.067646692,500,6807.734944
0.078083416,500,13760.50756
0.090130346,500,27978.18524
