Bth-Train-True,Bth-Train-Pred,Nw-min,Nw-max,Num-Nw
0.34122342,0.34017292,1838.96728515625,53819.75390625,11.0
0.7553228,0.7591015,28082.158203125,62835.67578125,4.0
0.6372664,0.62896955,24052.81640625,71124.2890625,6.0
0.48429486,0.48230067,13772.521484375,93992.7109375,7.0
0.41754276,0.4155707,4657.591796875,93992.7109375,10.0
0.79209566,0.74218154,11087.740234375,85651.5859375,9.0
0.3875739,0.38620514,5271.97216796875,60919.08203125,5.0
0.65565044,0.66134274,40725.41015625,73361.9453125,5.0
0.31994766,0.337303,20601.619140625,20601.619140625,1.0
0.2987342,0.30017307,2750.818115234375,66851.6484375,7.0
0.3656785,0.36664096,2081.544189453125,96949.8359375,8.0
0.26263803,0.26205933,390.7763366699219,53819.75390625,6.0
0.33667058,0.33955345,2356.119384765625,17645.61328125,2.0
0.290243,0.2905719,726.0834350585938,6967.056640625,4.0
0.3541633,0.35340893,1896.823486328125,39483.21875,6.0
0.37884867,0.37868366,4515.52783203125,75670.0078125,6.0
0.2841884,0.2852531,821.8606567382812,42006.68359375,9.0
0.46010002,0.45386237,60919.08203125,78050.6796875,2.0
0.39065027,0.3883634,3635.281982421875,75670.0078125,9.0
0.43304884,0.43235123,5785.37939453125,88346.296875,8.0
0.38527054,0.38634998,3867.621337890625,93992.7109375,8.0
0.48147142,0.48039892,10421.66796875,85651.5859375,7.0
0.6440071,0.6380863,28082.158203125,93992.7109375,5.0
0.39502013,0.39105836,7886.07666015625,78050.6796875,4.0
0.4835707,0.48227754,11087.740234375,93992.7109375,7.0
0.62966496,0.6539796,6348.78466796875,50586.64453125,7.0
0.3677404,0.36845663,3018.70458984375,75670.0078125,12.0
0.3268763,0.32828885,1838.96728515625,53819.75390625,2.0
0.44634065,0.44477916,7186.24853515625,80506.25,10.0
0.34555286,0.34435496,1896.823486328125,73361.9453125,9.0
0.3464445,0.3464483,29876.955078125,52178.1640625,3.0
0.47424352,0.47619396,15589.24609375,96949.8359375,6.0
0.4291484,0.4286145,32786.5,80506.25,4.0
0.28431612,0.2856005,661.6492309570312,91125.78125,7.0
0.41578096,0.4126808,11796.3837890625,83039.078125,11.0
0.3346545,0.334311,47547.7578125,93992.7109375,9.0
0.28302568,0.2878141,44691.42578125,91125.78125,8.0
0.2609691,0.2613267,367.30126953125,17645.61328125,8.0
0.36161736,0.36258668,3989.301513671875,78050.6796875,2.0
0.2675731,0.26857942,726.0834350585938,28965.658203125,11.0
0.43271092,0.4303196,14205.822265625,83039.078125,10.0
0.4046044,0.40559465,3867.621337890625,43328.265625,6.0
0.6696542,0.704974,8926.32421875,91125.78125,6.0
0.670565,0.6760802,25590.0859375,78050.6796875,7.0
0.7282413,0.67358965,88346.296875,88346.296875,1.0
0.33064133,0.3329479,1624.659423828125,91125.78125,10.0
0.32421565,0.3267165,989.7276611328125,49043.66796875,11.0
0.71287954,0.7486268,17107.39453125,71124.2890625,10.0
0.39123732,0.38142496,661.6492309570312,2284.25390625,3.0
0.8125613,0.71251285,12945.166015625,68954.8828125,10.0
0.38895747,0.38837406,4955.26953125,68954.8828125,7.0
0.27146465,0.2734157,930.2718505859375,4804.12548828125,2.0
0.46432793,0.46669477,10103.7900390625,12550.3173828125,2.0
0.30099183,0.29513893,216.93162536621094,38278.91796875,9.0
0.64983267,0.590907,2430.245849609375,75670.0078125,11.0
0.6517277,0.65164006,17107.39453125,66851.6484375,4.0
0.31060937,0.3103067,772.4891357421875,78050.6796875,12.0
0.49052176,0.48965237,12167.5126953125,78050.6796875,8.0
0.23445278,0.23224859,57259.49609375,96949.8359375,6.0
0.3906324,0.38905415,3211.636962890625,38278.91796875,10.0
0.37663174,0.3739235,21918.31640625,21918.31640625,1.0
0.45652518,0.4562134,26395.181640625,68954.8828125,4.0
0.28685656,0.28629318,1624.659423828125,11436.57421875,4.0
0.610465,0.60567,21249.771484375,93992.7109375,8.0
